cmte_id,amndt_ind,rpt_tp,transaction_pgi,image_num,transaction_tp,entity_tp,name,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,other_id,cand_id,tran_id,file_num,memo_cd,memo_text,sub_id
C00530766,A,M10,G2022,202111209468898660,24E,ORG,"TRADEWINDS CONSULTING, INC.",ASHBURN,VA,20148,NA,NA,NA,145,H2MO02102,H2MO02102,SE.42059,1549810,NA,NA,4112820211379988500
C00552851,N,M12,P2022,202112209474576030,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,28,H2MO07143,H2MO07143,ED93A9363F8BE40B9A90,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576030,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,319,H2MO07143,H2MO07143,E9FD4A97F3DF54FE4989,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576060,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,127,H2MO07143,H2MO07143,E1744BF98527749F7BB7,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576060,24E,ORG,POP ACTA,ALEXANDRIA,VA,223142301,NA,NA,NA,2857,H2MO07143,H2MO07143,E77E1F4E1D0CC4742806,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576060,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,17,H2MO07143,H2MO07143,E49725188A6544C82A5F,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576030,24E,ORG,ALLEGIANCE DIRECT LLC,LEESBURG,VA,201762830,NA,NA,NA,17033,H2MO07143,H2MO07143,E1C894C196CD647978A3,1552890,NA,NA,4122920211386919e3
C00552851,N,M12,P2022,202112209474576030,24E,ORG,CAMPAIGN SOLUTIONS,ALEXANDRIA,VA,223143109,NA,NA,NA,1478,H2MO07143,H2MO07143,EC00ADDDB123349DB9C3,1552890,NA,NA,4122920211386919e3
C00776385,N,YE,P2022,202201309475499800,24E,ORG,MADISON MCQUEEN LLC,EL SEGUNDO,CA,90245,NA,NA,NA,8500,S2MO00544,S2MO00544,SE.4155,1561759,NA,NA,4021120221407014e3
C00776385,N,YE,P2022,202201309475499800,24E,ORG,ARMADA STRATEGIES LLC,POMPANO BEACH,FL,33062,NA,NA,NA,5000,S2MO00544,S2MO00544,SE.4152,1561759,NA,NA,4021120221407014e3
C00776385,N,YE,P2022,202201309475499800,24E,ORG,ARMADA STRATEGIES LLC,POMPANO BEACH,FL,33062,NA,NA,NA,14963,S2MO00544,S2MO00544,SE.4174,1561759,NA,NA,4021120221407014e3
C00776385,N,YE,P2022,202201309475499800,24E,ORG,FP1 STRATEGIES LLC,ARLINGTON,VA,22201,NA,NA,NA,10000,S2MO00544,S2MO00544,SE.4179,1561759,NA,NA,4021120221407014e3
C00552851,N,YE,P2022,202201319485540160,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,1345,H2MO07143,H2MO07143,EFFA5E427A6F549F7892,1564251,NA,NA,4020720221405726700
C00552851,N,YE,P2022,202201319485540200,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,132,H2MO07143,H2MO07143,E749977E4B4294C0B955,1564251,NA,NA,4020720221405726700
C00552851,N,YE,P2022,202201319485540160,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,526,H2MO07143,H2MO07143,E3E67FFAAA6624191A2F,1564251,NA,NA,4020720221405726e3
C00552851,N,YE,P2022,202201319485540160,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,316,H2MO07143,H2MO07143,E96E4EB23B8194440B7F,1564251,NA,NA,4020720221405726e3
C00552851,N,YE,P2022,202201319485540160,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,4,H2MO07143,H2MO07143,EE1A0596CC9174A51862,1564251,NA,NA,4020720221405726700
C00687103,N,YE,P2022,202201319485876160,24E,ORG,AMERICANS FOR PROSPERITY,ARLINGTON,VA,22201,NA,NA,NA,4318,S2MO00544,S2MO00544,SE24.7761,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,AMERICANS FOR PROSPERITY,ARLINGTON,VA,22201,NA,NA,NA,4318,S2MO00544,S2MO00544,SE24.7781,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,CANVASS AMERICA,WASHINGTON,DC,20009,NA,NA,NA,300000,S2MO00544,S2MO00544,SE24.7764,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,IN PURSUIT OF LLC,ARLINGTON,VA,22201,NA,NA,NA,35000,S2MO00544,S2MO00544,SE24.7759,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,PEOPLE WHO THINK,MANDEVILLE,LA,70471,NA,NA,NA,12670,S2MO00544,S2MO00544,SE24.7763,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,TALENTWAVE INC.,DENVER,CO,80237,NA,NA,NA,4320,S2MO00544,S2MO00544,SE24.7762,1565269,NA,NA,4021720221409032e3
C00687103,N,YE,P2022,202201319485876160,24E,ORG,TARGETED VICTORY LLC,ARLINGTON,VA,22201,NA,NA,NA,937,S2MO00544,S2MO00544,SE24.7765,1565269,NA,NA,4021720221409032e3
C00432260,A,M12,P2022,202201269475174720,24E,ORG,CLUB FOR GROWTH,WASHINGTON,DC,20036,NA,NA,NA,169,H2MO07143,H2MO07143,SE.17625,1559459,NA,NA,4012820221403587600
C00432260,A,M12,P2022,202201269475174700,24E,ORG,"ADELAROCHE DESIGNS, LLC",WASHINGTON,DC,20003,NA,NA,NA,118,H2MO07143,H2MO07143,SE.17624,1559459,NA,NA,4012820221403587600
C00432260,A,M12,P2022,202201269475174720,24E,ORG,BIG EYE DIRECT,OAK HILL,VA,20171,NA,NA,NA,2250,H2MO07143,H2MO07143,SE.17623,1559459,NA,NA,4012820221403587600
C00749424,A,M2,P2021,2.0220418950001322e+17,24A,ORG,OZEAN MEDIA,ALACHUA,FL,32616,NA,NA,NA,2000,S8MO00160,S8MO00160,SE.4107,1587857,NA,NA,4050420221474446300
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,1375,S0MO00183,S0MO00183,SE-S431204,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,1400,S0MO00183,S0MO00183,SE-S431117,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,1287,S0MO00183,S0MO00183,SE-S434155,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,1120,S0MO00183,S0MO00183,SE-S434187,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518270,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,909,S0MO00183,S0MO00183,SE-S631991,1630414,X,INVOICE DISSEMINATES AFTER CLOSE OF BOOKS,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,1040,S0MO00183,S0MO00183,SE-S434203,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,909,S0MO00183,S0MO00183,SE-S434235,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518270,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,980,S0MO00183,S0MO00183,SE-S434251,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518270,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,969,S0MO00183,S0MO00183,SE-S631943,1630414,NA,NA,4092020221576259e3
C00755694,A,YE,P2022,202209199528518200,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,949,S0MO00183,S0MO00183,SE-S631959,1630414,X,INVOICE PAID AFTER CLOSE OF BOOKS,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,945,S0MO00183,S0MO00183,SE-S631975,1630414,X,INVOICE PAID AFTER CLOSE OF BOOKS,4092020221576259e3
C00755694,A,YE,P2022,202209199528518240,24E,ORG,LIVE TRANSFERS AND DONOR CREATION LLC,SAN JUAN,PR,00909,NA,NA,NA,909,S0MO00183,S0MO00183,SE-S434219,1630414,NA,NA,4092020221576259e3
C00448696,N,M2,P2024,202202189491785730,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,1,S8MO00160,S8MO00160,E3EA1026267E749A6814,1570379,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788480,24E,ORG,ALLEGIANCE DIRECT LLC,LEESBURG,VA,201762830,NA,NA,NA,22589,H2MO07143,H2MO07143,E284FAA445D544301BCC,1570457,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788480,24E,ORG,"ALLIANCE STRATEGIES GROUP, INC.",BOCA RATON,FL,334871357,NA,NA,NA,3862,H2MO07143,H2MO07143,E77BF11D0227648E784A,1570457,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788500,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,60,H2MO07143,H2MO07143,E27EF8B67722B4843A67,1570457,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788500,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,227,H2MO07143,H2MO07143,E404AA937E87C4F2A968,1570457,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788500,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,55,H2MO07143,H2MO07143,E8869554272314CC6B56,1570457,NA,NA,4030320221454557e3
C00552851,N,M2,P2022,202202189491788500,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,50,H2MO07143,H2MO07143,E8DE7364076194218801,1570457,NA,NA,4030320221454557e3
C00687103,N,M2,P2022,202202209491858720,24E,ORG,AMERICANS FOR PROSPERITY,ARLINGTON,VA,22201,NA,NA,NA,4628,S2MO00544,S2MO00544,SE24.7811,1571167,NA,NA,4022220221424199e3
C00687103,N,M2,P2022,202202209491858720,24E,ORG,CANVASS AMERICA,WASHINGTON,DC,20009,NA,NA,NA,225000,S2MO00544,S2MO00544,SE24.7782,1571167,NA,NA,4022220221424199e3
C00687103,N,M2,P2022,202202209491858720,24E,ORG,CANVASS AMERICA,WASHINGTON,DC,20009,NA,NA,NA,125000,S2MO00544,S2MO00544,SE24.7816,1571167,NA,NA,4022220221424199e3
C00687103,N,M2,P2022,202202209491858720,24E,ORG,IN PURSUIT OF LLC,ARLINGTON,VA,22201,NA,NA,NA,20000,S2MO00544,S2MO00544,SE24.7803,1571167,NA,NA,4022220221424199e3
C00687103,N,M2,P2022,202202209491858720,24E,ORG,TALENTWAVE INC.,DENVER,CO,80237,NA,NA,NA,860,S2MO00544,S2MO00544,SE24.7812,1571167,NA,NA,4022220221424199e3
C00687103,N,M2,P2022,202202209491858750,24E,ORG,TARGETED VICTORY LLC,ARLINGTON,VA,22201,NA,NA,NA,187,S2MO00544,S2MO00544,SE24.7805,1571167,NA,NA,4022220221424199e3
C00448696,N,M3,P2024,202203189494015650,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,7,S8MO00160,S8MO00160,E4C645BAA92104494A24,1575200,NA,NA,4032220221463985e3
C00448696,N,M3,P2024,202203189494015680,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,150,S8MO00160,S8MO00160,E3B48593C95D6448CA50,1575200,NA,NA,4032220221463985e3
C00552851,N,M3,P2022,202203189494014340,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,139,H2MO07143,H2MO07143,E2271A51A7A154329958,1575186,NA,NA,4032120221463783e3
C00552851,N,M3,P2022,202203189494014340,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,427,H2MO07143,H2MO07143,EC220641DE93140B5B2D,1575186,NA,NA,4032120221463783e3
C00552851,N,M3,P2022,202203189494014340,24E,ORG,"TMA DIRECT, INC",RESTON,VA,20190,NA,NA,NA,1150,H2MO07143,H2MO07143,E4E3C3D515D0A43A4971,1575186,NA,NA,4032120221463783e3
C00552851,N,M3,P2022,202203189494014300,24E,ORG,CAMPAIGN SOLUTIONS,ALEXANDRIA,VA,223143109,NA,NA,NA,1151,H2MO07143,H2MO07143,E81F6A8D9408542C893B,1575186,NA,NA,4032120221463783e3
C00552851,N,M3,P2022,202203189494014300,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,214,H2MO07143,H2MO07143,E59236B85432942C882D,1575186,NA,NA,4032120221463783e3
C00552851,N,M3,P2022,202203189494014300,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,154,H2MO07143,H2MO07143,E6DA67DD3A94D4903B25,1575186,NA,NA,4032120221463783e3
C00782037,N,Q1,P2022,202204129496070080,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,362581,S2MO00544,S2MO00544,SE.4125,1580761,NA,NA,4041320221470731e3
C00782037,N,Q1,P2022,202204129496070080,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,298924,S2MO00593,S2MO00593,SE.4126,1580761,NA,NA,4041320221470731e3
C00782037,N,Q1,P2022,202204129496070080,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,8360,S2MO00544,S2MO00544,SE.4120,1580761,NA,NA,4041320221470731e3
C00782037,N,Q1,P2022,202204129496070080,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,1838,S2MO00544,S2MO00544,SE.4124,1580761,NA,NA,4041320221470731e3
C00782037,N,Q1,P2022,202204129496070080,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,10000,S2MO00593,S2MO00593,SE.4132,1580761,NA,NA,4041320221470731e3
C00552851,N,M4,P2022,202204209500115940,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,338,H2MO07143,H2MO07143,E0E02C077B7B841B3876,1589203,NA,NA,4042120221471294e3
C00552851,N,M4,P2022,202204209500115940,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,356,H2MO07143,H2MO07143,E847A4A836F6945BB8A6,1589203,NA,NA,4042120221471294e3
C00552851,N,M4,P2022,202204209500115940,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,44,H2MO07143,H2MO07143,EF299C7D86E7A400EBBA,1589203,NA,NA,4042120221471294e3
C00552851,N,M4,P2022,202204209500115900,24E,ORG,CONNELL DONATELLI,ALEXANDRIA,VA,223143109,NA,NA,NA,941,H2MO07143,H2MO07143,ECACB0E757CFB4E7BAD8,1589203,NA,NA,4042120221471294e3
C00552851,N,M4,P2022,202204209500115900,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,400,H2MO07143,H2MO07143,E29C0EA7AF4CA49CB9B3,1589203,NA,NA,4042120221471294e3
C00552851,N,M4,P2022,202204209500115900,24E,PAC,HOUSE FREEDOM FUND,WASHINGTON,DC,200031021,NA,NA,NA,379,H2MO07143,H2MO07143,EDA53EAA11F0F47F286A,1589203,NA,NA,4042120221471294e3
C00776385,N,Q1,P2022,202204159496307260,24E,ORG,ARMADA STRATEGIES LLC,POMPANO BEACH,FL,33062,NA,NA,NA,500000,S2MO00544,S2MO00544,SE.4289,1583926,NA,NA,4050320221474197e3
C00776385,N,Q1,P2022,202204159496307260,24E,ORG,ARMADA STRATEGIES LLC,POMPANO BEACH,FL,33062,NA,NA,NA,179500,S2MO00544,S2MO00544,SE.4321,1583926,NA,NA,4050320221474197e3
C00776385,N,Q1,P2022,202204159496307260,24A,ORG,FP1 STRATEGIES LLC,ARLINGTON,VA,22201,NA,NA,NA,11045,S2MO00536,S2MO00536,SE.4271,1583926,NA,NA,4050320221474197e3
C00776385,N,Q1,P2022,202204159496307260,24E,ORG,FP1 STRATEGIES LLC,ARLINGTON,VA,22201,NA,NA,NA,21292,S2MO00544,S2MO00544,SE.4293,1583926,NA,NA,4050320221474197e3
C00776385,N,Q1,P2022,202204159496307260,24E,ORG,FP1 STRATEGIES LLC,ARLINGTON,VA,22201,NA,NA,NA,15510,S2MO00544,S2MO00544,SE.4310,1583926,NA,NA,4050320221474197e3
C00776385,N,Q1,P2022,202204159496307260,24A,ORG,ARMADA STRATEGIES LLC,POMPANO BEACH,FL,33062,NA,NA,NA,13650,S2MO00536,S2MO00536,SE.4264,1583926,NA,NA,4050320221474197e3
C00776419,N,M5,P2022,202205199512408260,24E,ORG,STRATEGY & HUSTLE L.L.C.,WASHINGTON,DC,200387380,NA,NA,NA,15,S2MO00528,S2MO00528,500059196,1595657,NA,NA,405192022148731e4
C00776419,N,M4,P2022,202204209500253800,24E,ORG,STRATEGY & HUSTLE L.L.C.,WASHINGTON,DC,200387380,NA,NA,NA,150,S2MO00528,S2MO00528,500058121,1589669,NA,NA,4050220221473954e3
C00776419,N,M4,P2022,202204209500253800,24E,ORG,STRATEGY & HUSTLE L.L.C.,WASHINGTON,DC,200387380,NA,NA,NA,30,S2MO00528,S2MO00528,500058120,1589669,NA,NA,4050220221473954e3
C00483693,N,M5,P2022,202205209512476300,24E,ORG,SIERRA CLUB,OAKLAND,CA,946123546,NA,NA,NA,10,H8MO01143,H8MO01143,VVAJ5ARA3M5,1596590,NA,NA,4052320221492937700
C00448696,N,M4,P2024,202204209500111040,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,19,S8MO00160,S8MO00160,EA2C1731F0F3846F8B21,1589192,NA,NA,404262022147277e4
C00448696,N,M4,P2024,202204209500111040,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,1,S8MO00160,S8MO00160,E58058421710E41638D2,1589192,NA,NA,404262022147277e4
C00448696,N,M5,P2022,202205209512464480,24E,ORG,ALLEGIANCE DIRECT LLC,PURCELLVILLE,VA,201323320,NA,NA,NA,6952,S2MO00544,S2MO00544,E59196BD282264F7D906,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464480,24E,ORG,ALLEGIANCE DIRECT LLC,PURCELLVILLE,VA,201323320,NA,NA,NA,3197,S2MO00544,S2MO00544,E56FD0E7BD09D4D3EA96,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464480,24E,ORG,ENVISION PRINTERS/MARKETING,LEESBURG,VA,20176,NA,NA,NA,7437,S2MO00544,S2MO00544,E03008324EBE2468E85B,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464480,24E,ORG,O2M DIGITAL,LOVELAND,CO,805370881,NA,NA,NA,1111,S2MO00544,S2MO00544,E40048BB378FC4D3E9C2,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464480,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,178,S2MO00544,S2MO00544,E0B9DDF926C024D3EA3A,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464480,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,447,S2MO00544,S2MO00544,E04422CF3F7F94CCF98D,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464500,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,NA,NA,NA,110,S2MO00544,S2MO00544,EE03FAC928D0440F3B88,1596321,NA,NA,4052420221493414400
C00448696,N,M5,P2022,202205209512464500,24E,ORG,TMA DIRECT,RESTON,VA,201905952,NA,NA,NA,2777,S2MO00544,S2MO00544,E9427E08C7FFB48AB81F,1596321,NA,NA,4052420221493414400
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,363251,S2MO00544,S2MO00544,SE.4137,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,299997,S2MO00593,S2MO00593,SE.4138,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,435844,S2MO00544,S2MO00544,SE.4153,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,GRP BUYING LLC,UPPER ARLINGTON,OH,43221,NA,NA,NA,359940,S2MO00593,S2MO00593,SE.4154,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,26133,S2MO00544,S2MO00544,SE.4146,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00593,S2MO00593,SE.4150,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00544,S2MO00544,SE.4163,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00544,S2MO00544,SE.4167,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00544,S2MO00544,SE.4171,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00544,S2MO00544,SE.4175,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,"RAMPART STRATEGIC, LLC",WILMINGTON,DE,19801,NA,NA,NA,23652,S2MO00544,S2MO00544,SE.4179,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,10000,S2MO00544,S2MO00544,SE.4139,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,10000,S2MO00593,S2MO00593,SE.4140,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,8500,S2MO00544,S2MO00544,SE.4155,1607821,NA,NA,4071420221540536300
C00782037,N,Q2,P2022,202207099518294660,24A,ORG,WARFIELD & COMPANY,DELAPLANE,VA,20144,NA,NA,NA,10000,S2MO00593,S2MO00593,SE.4156,1607821,NA,NA,4071420221540536300
C00806976,N,Q2,P2022,202207119518353540,24E,ORG,CATAMARAN CONSULTING,LOS ANGELES,CA,90027,NA,NA,NA,26315,H2MO04207,H2MO04207,SE.4108,1608340,NA,NA,4071420221540536300
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,"THE COEFFICIENT GROUP, LLC",KANSAS CITY,MO,64108,NA,NA,NA,15203,S2MO00536,S2MO00536,SE.4154,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,"THE COEFFICIENT GROUP, LLC",KANSAS CITY,MO,64108,NA,NA,NA,14927,S2MO00536,S2MO00536,SE.4169,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,69000,S2MO00536,S2MO00536,SE.4132,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,26400,S2MO00536,S2MO00536,SE.4142,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,32500,S2MO00536,S2MO00536,SE.4147,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,53000,S2MO00536,S2MO00536,SE.4150,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,23950,S2MO00536,S2MO00536,SE.4157,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,27400,S2MO00536,S2MO00536,SE.4160,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,59000,S2MO00536,S2MO00536,SE.4163,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,27400,S2MO00536,S2MO00536,SE.4166,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,23950,S2MO00536,S2MO00536,SE.4172,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,59000,S2MO00536,S2MO00536,SE.4175,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,POINT1,ATLANTIC BEACH,FL,32233,NA,NA,NA,27400,S2MO00536,S2MO00536,SE.4178,1609381,NA,NA,4072820221553291e3
C00778084,N,Q2,P2022,202207129518382530,24E,ORG,"THE COEFFICIENT GROUP, LLC",KANSAS CITY,MO,64108,NA,NA,NA,15510,S2MO00536,S2MO00536,SE.4139,1609381,NA,NA,4072820221553291e3
C00797654,N,Q2,P2022,202207149518436200,24E,ORG,PG PLACEMENTS,ALEXANDRIA,VA,22313,NA,NA,NA,120000,S2MO00726,S2MO00726,SE.4159,1610504,NA,NA,4072720221552924e3
