Vendor,Department,Description,Check #,Check Date,Amount
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,84.88
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,99
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,586
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,129.8
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,129.8
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,129.8
GLOBAL PROTECTION CORP,HEALTH AND HUMAN SERVICES,Request for New PO for Global,654763,2022-08-12T00:00:00Z,390
CURATORS OF THE UNIVERSITY OF MO,CAPITAL PROJECT,Electric/lighting in tunnel un,654741,2022-08-12T00:00:00Z,4519
AT&T MOBILITY,FIRE,ACCOUNT NUMBER 287284487678,654713,2022-08-12T00:00:00Z,1424.4
AT&T MOBILITY,PARKS & RECREATION,ACCOUNT NUMBER 287302352335,654713,2022-08-12T00:00:00Z,86.48
AT&T MOBILITY,ELECTRIC TRANS & DISTRIB,ACCOUNT NUMBER 287294851926,654713,2022-08-12T00:00:00Z,2142.7
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,305.48
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,346.02
BRIDGEPAY NETWORK SOLUTIONS LLC,COMMUNITY DEVELOPMENT,Online transaction fees for En,654720,2022-08-12T00:00:00Z,98.9
FOCUSED TRAINING AND TECHNICAL SERVICES LLC,ELECTRIC PRODUCTION,Qualification training program,654756,2022-08-12T00:00:00Z,315
COLUMBIA ENTERPRISE COMPANY LLC,PUBLIC WORKS BUILDING MAINT,Blanket PO to pay custodial la,654733,2022-08-12T00:00:00Z,34.28
CAPITAL MATERIALS LLC,PUBLIC WORKS,BLANKET ORDER REQUST FOR ASP,654726,2022-08-12T00:00:00Z,374.97
CAPITAL MATERIALS LLC,PUBLIC WORKS,BLANKET ORDER REQUST FOR ASP,654726,2022-08-12T00:00:00Z,79.71
CAPITAL MATERIALS LLC,PUBLIC WORKS,BLANKET ORDER REQUST FOR ASP,654726,2022-08-12T00:00:00Z,241.15
DIGGIT LLC,PARKS & RECREATION,Bear Creek Run Training Tshirt,654747,2022-08-12T00:00:00Z,235.04
DIGGIT LLC,STORM WATER,Clothing and screenprinting,654747,2022-08-12T00:00:00Z,285.6
BYD COACH & BUS LLC,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS AND SUPPLIES FOR ELE,14254,2022-08-12T00:00:00Z,287.94
CLEAN ENERGY,PUBLIC WORKS FLEET MAINTENANCE,CNG FUEL FOR INVENTORY,654731,2022-08-12T00:00:00Z,45213.45
CLEAN ENERGY,PUBLIC WORKS FLEET MAINTENANCE,CNG FUEL FOR INVENTORY,654731,2022-08-12T00:00:00Z,39149.98
"FIREFIGHTER SELECTION, INC",POLICE,FY22 POLICE TESTS AS NEEDED,654754,2022-08-12T00:00:00Z,220
CANON FINANCIAL SERVICES INC,STORM WATER,OCE Monthly Lease,654724,2022-08-12T00:00:00Z,48.31
CANON FINANCIAL SERVICES INC,STORM WATER,OCE Monthly Lease,654724,2022-08-12T00:00:00Z,181.73
CANON FINANCIAL SERVICES INC,SEWER,OCE Monthly Lease,654724,2022-08-12T00:00:00Z,144.93
CANON FINANCIAL SERVICES INC,SEWER,OCE Monthly Lease,654724,2022-08-12T00:00:00Z,545.2
CANON FINANCIAL SERVICES INC,ELECTRIC ADMINISTRATION,Please include following in pu,654724,2022-08-12T00:00:00Z,616.09
CANON FINANCIAL SERVICES INC,WATER ADMINISTRATION,Please include following in pu,654724,2022-08-12T00:00:00Z,616.1
CANON SOLUTIONS AMERICA INC,STORM WATER,OCE Monthly Lease,654725,2022-08-12T00:00:00Z,7.36
CANON SOLUTIONS AMERICA INC,SEWER,OCE Monthly Lease,654725,2022-08-12T00:00:00Z,22.1
"PALMQUIST DIST., LLC",PARKS & RECREATION,Dippin Dots for AOFAC,14264,2022-08-12T00:00:00Z,644.16
BUCKET MEDIA INC,ELECTRIC ADMINISTRATION,Social Media Management Fee Re,654722,2022-08-12T00:00:00Z,5692
FORD HOTEL SUPPLY,SOLID WASTE,Supplies for office,654757,2022-08-12T00:00:00Z,23.49
CHRISTENSEN ASPHALT,PUBLIC WORKS,BLANKET ORDER REQUEST FOR ASPH,654730,2022-08-12T00:00:00Z,4251.78
BOBCAT OF ST. LOUIS,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS AND SUPPLIES FOR INV,654717,2022-08-12T00:00:00Z,54.24
BOBCAT OF ST. LOUIS,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS AND SUPPLIES FOR INV,654717,2022-08-12T00:00:00Z,789.78
BATTERY OUTFITTERS,PUBLIC WORKS FLEET MAINTENANCE,BATTERIES AND ITEMS FOR INVENT,654715,2022-08-12T00:00:00Z,27.56
BATTERY OUTFITTERS,PUBLIC WORKS FLEET MAINTENANCE,BATTERIES AND ITEMS FOR INVENT,654715,2022-08-12T00:00:00Z,706.75
BATTERY OUTFITTERS,PUBLIC WORKS FLEET MAINTENANCE,BATTERIES AND ITEMS FOR INVENT,654715,2022-08-12T00:00:00Z,555.91
BATTERY OUTFITTERS,PARKS & RECREATION,SMALL DOLLAR PURCHASE,654715,2022-08-12T00:00:00Z,20.26
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,2732.28
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,2184.23
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,1994.45
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,1095.86
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,319.7
CALIBRATED PRODUCTS INC,PUBLIC WORKS FLEET MAINTENANCE,"HYDRALIC PUMP,VALVES SUPPLIES",654723,2022-08-12T00:00:00Z,669.1
ALEXANDER COMPANIES LLC,MUNICIPAL COURT,Sign Language Interpretation S,654708,2022-08-12T00:00:00Z,118.78
COOK CONCRETE CONSTRUCTION,WATER TRANS & DISTRIB,Street repairs per contract 87,654736,2022-08-12T00:00:00Z,1441.32
COOK CONCRETE CONSTRUCTION,PUBLIC WORKS,ELM STREET,654736,2022-08-12T00:00:00Z,5428.5
COOK CONCRETE CONSTRUCTION,WATER TRANS & DISTRIB,Street repairs per contract 87,654736,2022-08-12T00:00:00Z,1105.74
GULF STATES DISTRIBUTORS INC,POLICE,FY2021 TRU ammo order,654766,2022-08-12T00:00:00Z,18842.75
CROCKETT ENGINEERING CONSULTANTS,COMMUNITY DEVELOPMENT,Crockett for Cullimore,654738,2022-08-12T00:00:00Z,560
COUNTY OF BOONE,ELECTRIC ADMINISTRATION,"Recording of easements, deeds",654737,2022-08-12T00:00:00Z,561
COUNTY OF BOONE,COMMUNITY DEVELOPMENT,Legal Fees for Recording,654737,2022-08-12T00:00:00Z,417
COUNTY OF BOONE,COMMUNITY DEVELOPMENT,Legal Fees for Recording,654737,2022-08-12T00:00:00Z,20
COUNTY OF BOONE,ELECTRIC ADMINISTRATION,"Recording of easements, deeds",654737,2022-08-12T00:00:00Z,108
COUNTY OF BOONE,COMMUNITY DEVELOPMENT,RECORDING FEES,654737,2022-08-12T00:00:00Z,27
COUNTY OF BOONE,COMMUNITY DEVELOPMENT,RECORDING FEES,654737,2022-08-12T00:00:00Z,81
CROWN POWER & EQUIPMENT,PUBLIC WORKS FLEET MAINTENANCE,OWA PARTS AND SUPPLIES FOR INV,654739,2022-08-12T00:00:00Z,769.1
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT NO A2021,654716,2022-08-12T00:00:00Z,208.12
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT NO A2021,654716,2022-08-12T00:00:00Z,87.25
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUST NO A2021,654716,2022-08-12T00:00:00Z,807.34
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT NO A2021,654716,2022-08-12T00:00:00Z,301.07
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUST NO A2021,654716,2022-08-12T00:00:00Z,261.79
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT NO A2021,654716,2022-08-12T00:00:00Z,139.48
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUST NO A2021,654716,2022-08-12T00:00:00Z,789.35
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT NO A2021,654716,2022-08-12T00:00:00Z,33.63
BOB MCCOSH CHEVROLET INC,PUBLIC WORKS FLEET MAINTENANCE,CUST NO A2021,654716,2022-08-12T00:00:00Z,99.08
FORKLIFTS OF CENTRAL MISSOURI,PUBLIC WORKS FLEET MAINTENANCE,PM AGREEMENTS FOR TOYOTA FORKL,654758,2022-08-12T00:00:00Z,595.05
BURNS & MCDONNELL,PUBLIC WORKS AIRPORT,Consultant Agreement  Owners R,14253,2022-08-12T00:00:00Z,56259
CHAMPION BRANDS LLC,SOLID WASTE,"Fuel, Oil & Lubricants",654729,2022-08-12T00:00:00Z,1866.91
FABICK & COMPANY,PUBLIC WORKS FLEET MAINTENANCE,OWA-FABICK CAT FLEET MAINTAINE,654751,2022-08-12T00:00:00Z,5946.98
FABICK & COMPANY,ELECTRIC ADMINISTRATION,Light Tower Rental,654751,2022-08-12T00:00:00Z,1271.5
ED ROEHR AUTO RADIO CO,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS FOR INVENTORY,654749,2022-08-12T00:00:00Z,303.35
BADGER METER INC,WATER TRANS & DISTRIB,Water Meters,654714,2022-08-12T00:00:00Z,28081.92
BADGER METER INC,WATER TRANS & DISTRIB,Water Meters,654714,2022-08-12T00:00:00Z,7401.6
BADGER METER INC,WATER TRANS & DISTRIB,Water Meters,654714,2022-08-12T00:00:00Z,1952.88
FIRE SAFETY INC,PUBLIC WORKS FLEET MAINTENANCE,FIRE EXTINGUISHERS AND SUPPLIE,654753,2022-08-12T00:00:00Z,111.69
BRINK'S INCORPORATED,FINANCE,Brinks Armored Svc FY22 Bid 51,654721,2022-08-12T00:00:00Z,823.92
BRINK'S INCORPORATED,FINANCE,Brinks Armored Svc FY22 Bid 51,654721,2022-08-12T00:00:00Z,149.78
BRINK'S INCORPORATED,FINANCE,Brinks Armored Svc FY22 Bid 51,654721,2022-08-12T00:00:00Z,3596.73
CENTRAL FENCE LLC,PARKS & RECREATION,T&S 9/2021,654727,2022-08-12T00:00:00Z,1260
"FIRST-AID NOW, LLC",WATER TRANS & DISTRIB,First Aid Supplies,654755,2022-08-12T00:00:00Z,125.52
BRADLEY W CASHION,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS AUND SUPPLIES FOR IN,654719,2022-08-12T00:00:00Z,150.96
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,7.5
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,22.5
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,12.07
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,34.44
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,3.03
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,9.09
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,BLANKET PO INVENTORY ITEMS FOR,654828,2022-08-12T00:00:00Z,233.94
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUS-000586,14265,2022-08-12T00:00:00Z,470.48
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUS-000568,14265,2022-08-12T00:00:00Z,485.85
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUS-000569,14265,2022-08-12T00:00:00Z,485.85
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUS-000558,14265,2022-08-12T00:00:00Z,485.85
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUST # CUS-000557,14265,2022-08-12T00:00:00Z,690.85
PARKER TECHNOLOGY LLC,PUBLIC WORKS PARKING,CUST # CUS-000571,14265,2022-08-12T00:00:00Z,613.98
PETROLEUM TRADERS CORPORATION,PUBLIC WORKS FLEET MAINTENANCE,ACCT # 992804/1,14266,2022-08-12T00:00:00Z,26368.75
SLATE TOWING AND PERFORMANCE,PUBLIC WORKS FLEET MAINTENANCE,TOWING PARTS FOR INVENTORY,654839,2022-08-12T00:00:00Z,195
SURVEILLANCE RESOURCES & INVESTIGAT,HUMAN RESOURCES,Background checks,654846,2022-08-12T00:00:00Z,728.6
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,1836.74
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,2367.43
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,606.42
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,95.86
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,89.04
MCLARTY CMFO LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 6057,14258,2022-08-12T00:00:00Z,82.12
SALTER LAWN SERVICE LLC,PUBLIC WORKS,DEER REMOVAL,654835,2022-08-12T00:00:00Z,250
WILKES BOULEVARD UNITED METHODIST CHURCH,HEALTH AND HUMAN SERVICES,MID PAYMENT FOR TURNING POINT,654851,2022-08-12T00:00:00Z,29697.28
COGENT INC,SEWER,CUST # 301869,14255,2022-08-12T00:00:00Z,1982.5
COGENT INC,WATER PRODUCTION,CUST # 301869,14255,2022-08-12T00:00:00Z,1179.58
ISG2 TECHNOLOGIES INC,TRANSLOAD,transload software monthly fee,654771,2022-08-12T00:00:00Z,1950
SOCKET TELECOM LLC,INFORMATION TECHNOLOGY,ACCT # 0991-6702-4401,654840,2022-08-12T00:00:00Z,995
RHAD BAKER CONSTRUCTION LLC,STORM WATER,Hickman 6th & 7th,654833,2022-08-12T00:00:00Z,105771
NATIONWIDE RETIREMENT SOLUTIONS,EMPLOYEE BENEFIT,PEHP Quarterly Admin Fee,654823,2022-08-12T00:00:00Z,5450
"PRECISION PRECAST, LLC",ELECTRIC TRANS & DISTRIB,Transformer pad per contract#,14267,2022-08-12T00:00:00Z,2830.8
MISSOURI NETWORK ALLIANCE LLC,INFORMATION TECHNOLOGY,ACCT # CLMA01,14260,2022-08-12T00:00:00Z,1250
PIZZA HUT OF SE KANSAS,PARKS & RECREATION,Pizza for ARC Birthday Parties,654827,2022-08-12T00:00:00Z,28
INLAND TRUCK PARTS & SERVICE,PUBLIC WORKS FLEET MAINTENANCE,CUST # 016803,654770,2022-08-12T00:00:00Z,127.44
INLAND TRUCK PARTS & SERVICE,PUBLIC WORKS FLEET MAINTENANCE,ACCT # 016803,654770,2022-08-12T00:00:00Z,10.68
WEST PUBLISHING CORPORATION,LAW,ACCT # 1000597707,654849,2022-08-12T00:00:00Z,302.77
WEST PUBLISHING CORPORATION,LAW,ACCT # 1000597707,654849,2022-08-12T00:00:00Z,1059.72
WESTLAKE HARDWARE INC,PUBLIC WORKS FLEET MAINTENANCE,ACCT # 241776,654850,2022-08-12T00:00:00Z,5.52
STATE OF MISSOURI,FINANCE,CUST # 43600081009,654845,2022-08-12T00:00:00Z,854
ROYAL PAPERS INC,SOLID WASTE,CUST # 47631,14270,2022-08-12T00:00:00Z,47.34
ROYAL PAPERS INC,SOLID WASTE,CUST # 47631,14270,2022-08-12T00:00:00Z,399.28
INDEPENDENT LIVING CENTER OF MID MI,HEALTH AND HUMAN SERVICES,MID SENIOR CONNECT,654769,2022-08-12T00:00:00Z,15836.06
MIDWEST KENWORTH - COLUMBIA,PUBLIC WORKS FLEET MAINTENANCE,CUST # 1416,654784,2022-08-12T00:00:00Z,1901.63
MIDWEST KENWORTH - COLUMBIA,PUBLIC WORKS FLEET MAINTENANCE,CUST # 1416,654784,2022-08-12T00:00:00Z,35.78
MIDWEST KENWORTH - COLUMBIA,PUBLIC WORKS FLEET MAINTENANCE,CUST # 1416,654784,2022-08-12T00:00:00Z,35.78
MEYER ELECTRIC CO INC,PUBLIC WORKS,REPAIR DAMAGE INTERSECTION SCO,654782,2022-08-12T00:00:00Z,11900
TWEHOUS EXCAVATING CO,STORM WATER,Aldean & Ash Storm Sewer Proje,654847,2022-08-12T00:00:00Z,3567.56
TWEHOUS EXCAVATING CO,SEWER,Tupelo-Larch Sewer Replacement,654847,2022-08-12T00:00:00Z,95440.05
SCHINDLER ELEVATOR CORPORATION,ELECTRIC PRODUCTION,CONTRACT 4200009857,654836,2022-08-12T00:00:00Z,1154.08
SCHINDLER ELEVATOR CORPORATION,WATER PRODUCTION,CONTRACT 4200009861,654836,2022-08-12T00:00:00Z,647.56
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4100092112,654836,2022-08-12T00:00:00Z,1731.14
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4200016572,654836,2022-08-12T00:00:00Z,1295.17
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4200009856,654836,2022-08-12T00:00:00Z,1295.17
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4200009863,654836,2022-08-12T00:00:00Z,647.56
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4100081668,654836,2022-08-12T00:00:00Z,2404.33
SCHINDLER ELEVATOR CORPORATION,PUBLIC WORKS PARKING,CONTRACT 4200016634,654836,2022-08-12T00:00:00Z,647.56
N H SCHEPPERS DISTRIBUTING COMPANY,PARKS & RECREATION,ACCT # 77100,14261,2022-08-12T00:00:00Z,530.4
N H SCHEPPERS DISTRIBUTING COMPANY,PARKS & RECREATION,ACCT # 76800,14261,2022-08-12T00:00:00Z,1051.55
CURATORS OF THE UNIVERSITY OF MO,HEALTH AND HUMAN SERVICES,CUST # 1943,654742,2022-08-12T00:00:00Z,12.83
CURATORS OF THE UNIVERSITY OF MO,HEALTH AND HUMAN SERVICES,CUST # 1943,654742,2022-08-12T00:00:00Z,38.52
CURATORS OF THE UNIVERSITY OF MO,HEALTH AND HUMAN SERVICES,CUST # 1943,654742,2022-08-12T00:00:00Z,30.81
CURATORS OF THE UNIVERSITY OF MO,HEALTH AND HUMAN SERVICES,CUST # 1943,654742,2022-08-12T00:00:00Z,12.84
CURATORS OF THE UNIVERSITY OF MO,HUMAN RESOURCES,CUST # 1945,654742,2022-08-12T00:00:00Z,122.75
CURATORS OF THE UNIVERSITY OF MO,PUBLIC WORKS AIRPORT,CUST # 1943,654742,2022-08-12T00:00:00Z,95
CURATORS OF THE UNIVERSITY OF MO,WATER TRANS & DISTRIB,CUST # 1943,654742,2022-08-12T00:00:00Z,190
LAWN & LEISURE OF LEE'S SUMMIT INC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 171328,654775,2022-08-12T00:00:00Z,4923.64
SOUTHERN UNIFORM AND TACTICAL INC,POLICE,ACCT # 805-1,654841,2022-08-12T00:00:00Z,196.5
SOUTHERN UNIFORM AND TACTICAL INC,POLICE,ACCT # 805-1,654841,2022-08-12T00:00:00Z,65.5
SOUTHERN UNIFORM AND TACTICAL INC,POLICE,ACCT # 805-1,654841,2022-08-12T00:00:00Z,567.65
SOUTHERN UNIFORM AND TACTICAL INC,POLICE,ACCT # 805-1,654841,2022-08-12T00:00:00Z,131
NEXTRAN CORP,PUBLIC WORKS FLEET MAINTENANCE,ACCT # 727500,654825,2022-08-12T00:00:00Z,935.93
SIMPLEVIEW WORLDWIDE INC,CONVENTION & TOURISM,annual CRM support & hosting,654838,2022-08-12T00:00:00Z,21250
STACY SELF,SUSTAINABILITY,Art & Craft Equipment & Suppli,654843,2022-08-12T00:00:00Z,1400
BOTTLING GROUP LLC,PARKS & RECREATION,CUST # 9488317,14252,2022-08-12T00:00:00Z,232.96
BOTTLING GROUP LLC,PARKS & RECREATION,CUST # 9488317,14252,2022-08-12T00:00:00Z,332.8
AL ALPINE US BIDCO,ELECTRIC PRODUCTION,Replacement Throttle valve act,14249,2022-08-12T00:00:00Z,4272.1
VOSS LANDSCAPE & TREE SERVICE LLC,COMMUNITY DEVELOPMENT,ABATEMENT SERVICES,654848,2022-08-12T00:00:00Z,165
NOOTER CONSTRUCTION LLC,WATER PRODUCTION,HVAC & plumbing maintenance an,654826,2022-08-12T00:00:00Z,659.83
NEXTRAQ LLC,ELECTRIC PRODUCTION,ACCT # 816363,14262,2022-08-12T00:00:00Z,13.95
NEXTRAQ LLC,ELECTRIC ADMINISTRATION,ACCT # 816361,14262,2022-08-12T00:00:00Z,69.75
NEXTRAQ LLC,WATER ADMINISTRATION,ACCT # 816357,14262,2022-08-12T00:00:00Z,139.5
NEXTRAQ LLC,FINANCE,ACCT # 816341,14262,2022-08-12T00:00:00Z,13.95
ROLAND MACHINERY COMPANY,PUBLIC WORKS FLEET MAINTENANCE,ACCT # 11323,14268,2022-08-12T00:00:00Z,539.12
CFG LLC,ELECTRIC ADMINISTRATION,2716 MIDDLEBUSH,654728,2022-08-12T00:00:00Z,100
CFG LLC,ELECTRIC ADMINISTRATION,2606 PINE DRIVE,654728,2022-08-12T00:00:00Z,100
CFG LLC,ELECTRIC ADMINISTRATION,1910 SURREY CT,654728,2022-08-12T00:00:00Z,100
PRM II LLC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 4480118,654828,2022-08-12T00:00:00Z,33.66
JAMIE ENTERPRISES LLC,PARKS & RECREATION,PLAYGROUND SURFACING CONTRACT,654773,2022-08-12T00:00:00Z,1015
JAMIE ENTERPRISES LLC,PARKS & RECREATION,PLAYGROUND SURFACING CONTRACT,654773,2022-08-12T00:00:00Z,761.25
JAMIE ENTERPRISES LLC,PARKS & RECREATION,PLAYGROUND SURFACING CONTRACT,654773,2022-08-12T00:00:00Z,1055
SELCON CONSTRUCTION LLC,PARKS & RECREATION,WORK ORDER IRRIGATION SLEEVES,654837,2022-08-12T00:00:00Z,5596.97
PRO PUMPING & HYDROJETTING LLC,WATER PRODUCTION,Pumping of septic tank(s) at W,654829,2022-08-12T00:00:00Z,529
MIDWEST WHEEL COMPANIES INC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 14339,14259,2022-08-12T00:00:00Z,1273.52
MIDWEST WHEEL COMPANIES INC,PUBLIC WORKS FLEET MAINTENANCE,CUST # 14339,14259,2022-08-12T00:00:00Z,357.84
MISSOURI PARK AND RECREATION ASSOCI,PARKS & RECREATION,MPRA - LEADERSHIP DEVELOPMENT,654820,2022-08-12T00:00:00Z,196.15
LINEX OF CENTRAL MISSOURI,ELECTRIC TRANS & DISTRIB,Line-X of Mid Missouri for 202,654777,2022-08-12T00:00:00Z,777.58
AIR & WATER SOLUTIONS,ELECTRIC ADMINISTRATION,301 BENNETT SPRINGS CT,654706,2022-08-12T00:00:00Z,100
"PROFESSIONAL TURF PRODUCTS, LP",PARKS & RECREATION,CUST # 5002944,654830,2022-08-12T00:00:00Z,9952
"PROFESSIONAL TURF PRODUCTS, LP",PARKS & RECREATION,CUST # 5002944,654830,2022-08-12T00:00:00Z,237.8
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,3185
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,8875
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,4175
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,14295
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,13249
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,56370
INDEPENDENT ELECTRIC MACHINERY CO,ELECTRIC PRODUCTION,CUST # 118506,654768,2022-08-12T00:00:00Z,5195
LEXISNEXIS RISK DATA MANAGEMENT INC,COMMUNITY DEVELOPMENT,BILLING # 1579316,654776,2022-08-12T00:00:00Z,150
"GT DISTRIBUTORS, INC.",POLICE,CUST # 004847,654765,2022-08-12T00:00:00Z,750.88
RI-MOR TOPSOIL LLC,STORM WATER,"Topsoil, as needed",654834,2022-08-12T00:00:00Z,444.56
RI-MOR TOPSOIL LLC,STORM WATER,"Topsoil, as needed",654834,2022-08-12T00:00:00Z,333.42
SCHEPPERS INTERNATIONAL TRUCK CENTER,PUBLIC WORKS FLEET MAINTENANCE,REF INV # 01P98070,14318,2022-08-19T00:00:00Z,-125.1
MISSOURI ONE CALL SYSTEM INC,SEWER,Sewer Utility locates,654819,2022-08-12T00:00:00Z,713.75
MISSOURI ONE CALL SYSTEM INC,ELECTRIC TRANS & DISTRIB,locates,654819,2022-08-12T00:00:00Z,713.75
MISSOURI ONE CALL SYSTEM INC,WATER TRANS & DISTRIB,locates,654819,2022-08-12T00:00:00Z,713.75
MEYER ELECTRIC CO INC,PUBLIC WORKS,REF # 5561.2,654782,2022-08-12T00:00:00Z,9375
KEY EQUIPMENT & SUPPLY CO,PUBLIC WORKS FLEET MAINTENANCE,OEM PARTS FOR LEACH AND ELGIN,654774,2022-08-12T00:00:00Z,435.88
MISSOURIAN PUBLISHING ASSOCIATION INC,COMMUNITY DEVELOPMENT,ORD 31011922,654732,2022-08-12T00:00:00Z,46.8
MISSOURIAN PUBLISHING ASSOCIATION INC,HEALTH AND HUMAN SERVICES,ORD 31011946,654732,2022-08-12T00:00:00Z,34.45
MISSOURIAN PUBLISHING ASSOCIATION INC,HEALTH AND HUMAN SERVICES,ORD 31011920,654732,2022-08-12T00:00:00Z,34.45
MISSOURIAN PUBLISHING ASSOCIATION INC,HEALTH AND HUMAN SERVICES,ORD 31011919,654732,2022-08-12T00:00:00Z,35.1
